metin,kategori,label,intent,intent_label,oncelik,oncelik_label,stil,kaynak
Dudullu istasyonunda acil durma butonları aydınlatması yanmıyor.,elektrik_enerji,1,fault_report,0,P3,2,standart,relabel:ollama
Ümraniye istasyonunda kablo kanalı sızdırmazlığı nedeniyle korozyon riski var.,altyapi_insaat,10,fault_report,0,P4,3,standart,relabel:ollama
Çekmeköy istasyonunda peron kenarı aydınlatma kolu kırık kablo görünüyor.,elektrik_enerji,1,fault_report,0,P1,0,standart,relabel:ollama
Sultanbeyli istasyonunda jeneratör yakıt seviyesi kritik seviyeye düştü.,elektrik_enerji,1,fault_report,0,P3,2,standart,relabel:ollama
Kartal istasyonunda besleme şalteri kapatılmıyor mekanik takılma var.,mekanik_istasyon,0,fault_report,0,P3,2,standart,relabel:ollama
Mecidiyeköy istasyonunda tünel aydınlatması yarı kapasitede çalışıyor.,elektrik_enerji,1,fault_report,0,P3,2,standart,relabel:ollama
Sanayi Mahallesi istasyonunda UPS baypas moduna düşmüş log kaydedildi.,elektrik_enerji,1,fault_report,0,P3,2,standart,relabel:ollama
Kirazlı istasyonunda asansör makina odası aydınlatması tamamen kapalı.,elektrik_enerji,1,fault_report,0,P3,2,standart,relabel:ollama
Yenikapı istasyonunda katener gerilim değeri normalin altına düştü.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,standart,relabel:ollama
Atatürk Havalimanı istasyonunda peron aydınlatma sensörü gün ışığında kapanmıyor.,sinyalizasyon_haberlesme,3,fault_report,0,P4,3,standart,relabel:ollama
Gayrettepe istasyonunda anahtar transfer şalteri otomatik devreye girmedi.,elektrik_enerji,1,fault_report,0,P3,2,standart,relabel:ollama
Kağıthane istasyonunda üçüncü ray izolatörü kırık sızdırma akımı var.,sinyalizasyon_haberlesme,3,fault_report,0,P1,0,standart,relabel:ollama
Levent istasyonunda acil aydınlatma bataryaları şarj olmuyor değiştirilecek.,elektrik_enerji,1,fault_report,0,P3,2,standart,relabel:ollama
4. Levent istasyonunda dağıtım panosu içi sıcaklık alarmı verdi.,elektrik_enerji,1,fault_report,0,P3,2,standart,relabel:ollama
Seyrantepe istasyonunda bilet makineleri enerji kesintisinde kapanıyor UPS yok.,elektrik_enerji,1,fault_report,0,P3,2,standart,relabel:ollama
Göztepe istasyonunda peron duvarı aydınlatması su basması nedeniyle yanıp sönüyor.,altyapi_insaat,10,fault_report,0,P3,2,standart,relabel:ollama
Kozyatağı istasyonunda trafo soğutma fanları çalışmıyor ısınma riski.,elektrik_enerji,1,fault_report,0,P3,2,standart,relabel:ollama
Bostancı istasyonunda katener gerginlik cihazı blokaj yapmış hareketsiz.,mekanik_istasyon,0,fault_report,0,P3,2,standart,relabel:ollama
Dudullu istasyonunda UPS çıkış voltajı dalgalı hassas cihazlar etkileniyor.,elektrik_enerji,1,fault_report,0,P3,2,standart,relabel:ollama
Ümraniye istasyonunda acil çıkış yolu aydınlatması regelasyon bozuk.,elektrik_enerji,1,fault_report,0,P3,2,standart,relabel:ollama
Çekmeköy istasyonunda jeneratör soğutma suyu sızdırıyor elektrik panosu tehlikede.,elektrik_enerji,1,fault_report,0,P1,0,standart,relabel:ollama
Sultanbeyli istasyonunda peron aydınlatma zamanlayıcısı yanlış saatlerde tetikleniyor.,elektrik_enerji,1,fault_report,0,P4,3,standart,relabel:ollama
Kozyatağı istasyonunda YM-03 katener kesici aparatı isolasyon hatası veriyor.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,standart,relabel:ollama
Dudullu istasyonunda PSD-08 peron kapı aydınlatmaları tamamen söndü.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,standart,relabel:ollama
Çekmeköy istasyonunda BSO-02 bilet holü UPS cihazı arızalı.,elektrik_enerji,1,fault_report,0,P3,2,standart,relabel:ollama
Sultanbeyli istasyonunda YKS-01 yerli katener kontrol ünitesi hata veriyor.,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,standart,relabel:ollama
Şişli istasyonunda kuzey giriş aydınlatması tamamen söndü.,elektrik_enerji,1,fault_report,0,P3,2,standart,relabel:ollama
Şişhane istasyonunda ana dağıtım panosunda sigorta atması oluştu.,elektrik_enerji,1,fault_report,0,P3,2,standart,relabel:ollama
Kadıköy istasyonunda peron üstü acil aydınlatması testte yanıp söndü.,elektrik_enerji,1,fault_report,0,P3,2,standart,relabel:ollama
Üsküdar istasyonunda 턴스타일 bölgesi aydınlatması gece vardiyasında kapanmıyor.,elektrik_enerji,1,fault_report,0,P4,3,standart,relabel:ollama
Şişli istasyonunda UPS bateri grubu düşük voltaj alarmı verdi.,elektrik_enerji,1,fault_report,0,P3,2,standart,relabel:ollama
Şişhane istasyonunda trafo odası soğutma fanı çalışmıyor.,elektrik_enerji,1,fault_report,0,P3,2,standart,relabel:ollama
Kadıköy istasyonunda güney çıkış rampası aydınlatması yarım kaldı.,elektrik_enerji,1,fault_report,0,P3,2,standart,relabel:ollama
Üsküdar istasyonunda jeneratör test çalışması otomatik başlatılmadı.,elektrik_enerji,1,fault_report,0,P3,2,standart,relabel:ollama
Şişhane istasyonunda katener gerginlik cihazı uyarı ışığı yanıyor.,elektrik_enerji,1,fault_report,0,P3,2,standart,relabel:ollama
Kadıköy istasyonunda akşam yoğun saatindevoltaj dalgalanması hissedildi.,elektrik_enerji,1,fault_report,0,P3,2,standart,relabel:ollama
darussafaka istasyon genel aydinlatma yarisi calismiyor,elektrik_enerji,1,fault_report,0,P2,1,yazim_yanlisi,relabel:ollama
osmanbey peron aydinlatmasi cok dim gozluk gerekiyor,elektrik_enerji,1,complaint,3,P4,3,yazim_yanlisi,relabel:ollama
aksaray aktarma kat aydinlatma panosu cizgisi cikti,elektrik_enerji,1,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
carsi peron katener gerilimi dusuk acil bakim,elektrik_enerji,1,fault_report,0,P2,1,yazim_yanlisi,relabel:ollama
dudullu uks jenrator baslama motoru calismiyo,elektrik_enerji,1,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
parseller istasyon aydinlatma armaturleri cok eski yanmiyor,elektrik_enerji,1,fault_report,0,P2,1,yazim_yanlisi,relabel:ollama
ikitelli sanayi peron ucuncu ray kablolari erimis,elektrik_enerji,1,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
istanbul havalimani uks trafo sicaklik alarmi acik,elektrik_enerji,1,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
haciosman 2 peron aydinlatma fotosel hassasiyeti bozuldu,elektrik_enerji,1,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
uzuncayir alt kat aydinlatma sondi yedek yok,elektrik_enerji,1,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
uzuncayir kuzey giris jenerator calismiyo acil,elektrik_enerji,1,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
gayrettepe koridor ups batarya sarj tutmuyor,elektrik_enerji,1,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
gayrettepe guney cikis panel sigorta atldi,elektrik_enerji,1,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
yenikapi alt kat katener telleri kopuk,elektrik_enerji,1,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
yenikapi kuzey giris trafo yag seviyesi dusuk,elektrik_enerji,1,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
esenler koridor aydinlatma armaturleri yanmiyor,elektrik_enerji,1,fault_report,0,P2,1,yazim_yanlisi,relabel:ollama
esenler guney cikis elektrik kesintisi ups devreye girdi,elektrik_enerji,1,fault_report,0,P2,1,yazim_yanlisi,relabel:ollama
aksaray alt kat yedek jenerator test basarisiz,elektrik_enerji,1,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
aksaray kuzey giris panel ariza alarm veriyor,elektrik_enerji,1,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
sishane koridor aydinlatma fotosel calismiyo,elektrik_enerji,1,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
Şirinevler peron aydınlatması söndü,elektrik_enerji,1,fault_report,0,P3,2,cok_kisa,relabel:ollama
Esenler katener voltajı düşük,elektrik_enerji,1,fault_report,0,P2,1,cok_kisa,relabel:ollama
Kirazlı jeneratör devreye girmedi,elektrik_enerji,1,fault_report,0,P3,2,cok_kisa,relabel:ollama
Yenikapı UPS arıza verdi,elektrik_enerji,1,fault_report,0,P3,2,cok_kisa,relabel:ollama
Aksaray trafo sigortası atıldı,elektrik_enerji,1,fault_report,0,P3,2,cok_kisa,relabel:ollama
Levent üçüncü ray hatası,elektrik_enerji,1,fault_report,0,P2,1,cok_kisa,relabel:ollama
Taksim giriş kat aydınlatması kapalı,elektrik_enerji,1,fault_report,0,P3,2,cok_kisa,relabel:ollama
Kadıköy katener kesikliği tespit edildi,elektrik_enerji,1,fault_report,0,P1,0,cok_kisa,relabel:ollama
Kartal enerji panosu ısınıyor,elektrik_enerji,1,fault_report,0,P3,2,cok_kisa,relabel:ollama
Gayrettepe peron ışıkları yanıp sönüyor,elektrik_enerji,1,fault_report,0,P3,2,cok_kisa,relabel:ollama
Kağıthane jeneratör yakıt pompası arızalı,elektrik_enerji,1,fault_report,0,P3,2,cok_kisa,relabel:ollama
Atatürk Havalimanı UPS bataryası boş,elektrik_enerji,1,fault_report,0,P3,2,cok_kisa,relabel:ollama
Otogar katener gerilimi normalüstü,elektrik_enerji,1,fault_report,0,P1,0,cok_kisa,relabel:ollama
Mecidiyeköy trafoya su basması,elektrik_enerji,1,fault_report,0,P1,0,cok_kisa,relabel:ollama
Hacıosman kablo kanalı yangını,istasyon_guvenlik,6,incident_report,1,P1,0,cok_kisa,relabel:ollama
Yenibosna sigorta kutusu patladı,elektrik_enerji,1,fault_report,0,P1,0,cok_kisa,relabel:ollama
Bakırköy yedek enerji devreye girmedi,elektrik_enerji,1,fault_report,0,P2,1,cok_kisa,relabel:ollama
Bostancı peron acil ışıkları sönük,elektrik_enerji,1,fault_report,0,P3,2,cok_kisa,relabel:ollama
Maltepe gişe katı aydınlatması yok,elektrik_enerji,1,fault_report,0,P3,2,cok_kisa,relabel:ollama
Tavşantepe katener sarmal hasarı,elektrik_enerji,1,fault_report,0,P3,2,cok_kisa,relabel:ollama
Üçüncü ray izolatörü kırık,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,cok_kisa,relabel:ollama
Enerji kesintisi peron 2,elektrik_enerji,1,fault_report,0,P2,1,cok_kisa,relabel:ollama
UPS alarmı çalıyor,elektrik_enerji,1,fault_report,0,P3,2,cok_kisa,relabel:ollama
Jeneratör test başarısız,elektrik_enerji,1,fault_report,0,P3,2,cok_kisa,relabel:ollama
Katener sökücü takıntı,elektrik_enerji,1,fault_report,0,P3,2,cok_kisa,relabel:ollama
Peron ışık sensörü bozuk,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,cok_kisa,relabel:ollama
Ana enerji kesildi,elektrik_enerji,1,fault_report,0,P2,1,cok_kisa,relabel:ollama
Yedek akım panosu arızalı,elektrik_enerji,1,fault_report,0,P3,2,cok_kisa,relabel:ollama
Trafoya gövde koruması çalıştı,elektrik_enerji,1,fault_report,0,P3,2,cok_kisa,relabel:ollama
Katener hatsızlık alarmı,elektrik_enerji,1,fault_report,0,P2,1,cok_kisa,relabel:ollama
Üçüncü ray arka bileşen arızalı,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,cok_kisa,relabel:ollama
Peron ışığı tamamen kapalı,elektrik_enerji,1,fault_report,0,P3,2,cok_kisa,relabel:ollama
Jeneratör şarj regulatörü bozuk,elektrik_enerji,1,fault_report,0,P3,2,cok_kisa,relabel:ollama
UPS bypas modunda,elektrik_enerji,1,fault_report,0,P3,2,cok_kisa,relabel:ollama
Katener gerilimi 0 volt,elektrik_enerji,1,fault_report,0,P2,1,cok_kisa,relabel:ollama
Trafoya diferansiyel koruma çalıştı,elektrik_enerji,1,fault_report,0,P3,2,cok_kisa,relabel:ollama
Enerji kablosu kesti,elektrik_enerji,1,fault_report,0,P1,0,cok_kisa,relabel:ollama
Giriş peron aydınlatması zayıf,elektrik_enerji,1,fault_report,0,P4,3,cok_kisa,relabel:ollama
Levent UPS alarm veriyor,elektrik_enerji,1,fault_report,0,P3,2,cok_kisa,relabel:ollama
Kadıköy üçüncü ray ısıtıcı arızalı,elektrik_enerji,1,fault_report,0,P3,2,cok_kisa,relabel:ollama
Kartal elektrik panosu sigortası atıldı,elektrik_enerji,1,fault_report,0,P3,2,cok_kisa,relabel:ollama
Maltepe gişe önü aydınlatması yanmıyor,elektrik_enerji,1,fault_report,0,P3,2,cok_kisa,relabel:ollama
Bakırköy trafo yüklenme yüksek,elektrik_enerji,1,fault_report,0,P3,2,cok_kisa,relabel:ollama
Otogar alt kat kablo yandı,istasyon_guvenlik,6,incident_report,1,P1,0,cok_kisa,relabel:ollama
Topkapı kuzey çıkış aydınlatması zayıf,elektrik_enerji,1,fault_report,0,P4,3,cok_kisa,relabel:ollama
Bağcılar yedek enerji test başarısız,elektrik_enerji,1,fault_report,0,P3,2,cok_kisa,relabel:ollama
Vezneciler sigorta kutusu çürümüş,elektrik_enerji,1,fault_report,0,P3,2,cok_kisa,relabel:ollama
Kadıköy katener sökücü takıldı,elektrik_enerji,1,fault_report,0,P3,2,cok_kisa,relabel:ollama
Kartal UPS bataryası değiştirildi,elektrik_enerji,1,fault_report,0,P4,3,cok_kisa,relabel:ollama
Maltepe trafo yağ seviyesi düşük,elektrik_enerji,1,fault_report,0,P3,2,cok_kisa,relabel:ollama
Kadıköy BSO-02 otomatında banknot iade hatası veriyor.,elektronik_sistemler,4,fault_report,0,P3,2,standart,relabel:ollama
Taksim peron PID ekranlarında sefer saati donduruldu.,yolcu_hizmetleri,8,fault_report,0,P3,2,standart,relabel:ollama
"Gayrettepe İstanbulkart okuyucularında bakiye okunmuyor, hata kodu 500.",elektronik_sistemler,4,fault_report,0,P2,1,standart,relabel:ollama
"Merkez SCADA sunucusu yanıt vermiyor, istasyon verisi gelmiyor.",sinyalizasyon_haberlesme,3,fault_report,0,P2,1,standart,relabel:ollama
Kirazlı gişe önü bilet otomatı kredi kartı reddediyor.,elektronik_sistemler,4,fault_report,0,P3,2,standart,relabel:ollama
Mecidiyeköy koridor PID sistemde yenileme hatası veriyor.,yolcu_hizmetleri,8,fault_report,0,P3,2,standart,relabel:ollama
"Üsküdar BSO cihazında İstanbulkart okuyucu kilitlendi, servis gerekli.",elektronik_sistemler,4,fault_report,0,P3,2,standart,relabel:ollama
Yenikapı aktarma geçitlerde tornelit açılma komutunu almadığı bildirildi.,mekanik_istasyon,0,fault_report,0,P2,1,standart,relabel:ollama
"Otogar BSO hopper boş hatası veriyor, dolu olduğu halde.",elektronik_sistemler,4,fault_report,0,P3,2,standart,relabel:ollama
"Levent peron PID ekranları boş, veri akışı yok.",sinyalizasyon_haberlesme,3,fault_report,0,P2,1,standart,relabel:ollama
4. Levent İstanbulkart okuyucu güncelleme sonrası tepki vermiyor.,elektronik_sistemler,4,fault_report,0,P3,2,standart,relabel:ollama
Aksaray merkezi biletleme sunucusu zaman aşımı hatası veriyor.,elektronik_sistemler,4,fault_report,0,P2,1,standart,relabel:ollama
"Hacıosman BSO-01 ekranında ""İşlem yapılamıyor"" mesajı sabit kaldı.",elektronik_sistemler,4,fault_report,0,P3,2,standart,relabel:ollama
Kartal depo SCADA arayüzünde sinyalizasyon verileri donup kaldı.,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,standart,relabel:ollama
Tavşantepe gişe bilet programı veritabanı bağlantı hatası veriyor.,elektronik_sistemler,4,fault_report,0,P3,2,standart,relabel:ollama
Atatürk Oto Sanayi BSO cihazı banknot çekip iade etmiyor.,elektronik_sistemler,4,fault_report,0,P3,2,standart,relabel:ollama
"Sanayi Mahallesi peron PID ekranları İngilizce dilde kaldı, değişmiyor.",yolcu_hizmetleri,8,fault_report,0,P4,3,standart,relabel:ollama
İTÜ-Ayazağa bilet otomatı parayla ödeme modunda donuyor.,elektronik_sistemler,4,fault_report,0,P3,2,standart,relabel:ollama
"Maslak koridor İstanbulkart okuyucu ""Kart geçersiz"" hatası veriyor sürekli.",elektronik_sistemler,4,fault_report,0,P3,2,standart,relabel:ollama
"Dortyol BSO-03 tuş takımını algılamıyor, işlem yapmıyor.",elektronik_sistemler,4,fault_report,0,P3,2,standart,relabel:ollama
"Vezneciler geçiş torneleri merkezi sistemden ""Kilitli"" modunda kaldı.",mekanik_istasyon,0,fault_report,0,P2,1,standart,relabel:ollama
Haliç istasyonu PID sunucusu yeniden başlatma sonrası verisi gelmedi.,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,standart,relabel:ollama
"Osmanbey bilet satış noktası ağ bağlantısı kesik, işlem yapmıyor.",elektronik_sistemler,4,fault_report,0,P3,2,standart,relabel:ollama
Şişhane BSO cihazında parçalı para üstü ödeme hatası oluştu.,elektronik_sistemler,4,fault_report,0,P3,2,standart,relabel:ollama
Seyrantepe peron bilgilendirme ekranları son sefer saatini gösteriyor.,yolcu_hizmetleri,8,fault_report,0,P3,2,standart,relabel:ollama
Göztepe gişe otomatı NFC modülü sürücü hatası veriyor.,elektronik_sistemler,4,fault_report,0,P3,2,standart,relabel:ollama
"Kozyatağı İstanbulkart okuyucu sesli uyarı vermiyor, sadece hata kodu.",elektronik_sistemler,4,fault_report,0,P4,3,standart,relabel:ollama
"Bostancı BSO-04 ekranında ""Bakım modu"" yazıyor, çıkmıyor.",elektronik_sistemler,4,fault_report,0,P3,2,standart,relabel:ollama
Maltepe merkezi sistemde bilet tarife tablosu güncellenmediği bildirildi.,elektronik_sistemler,4,fault_report,0,P3,2,standart,relabel:ollama
"Dudullu depo SCADA istasyonu PLC verisi okumuyor, zaman aşımı.",sinyalizasyon_haberlesme,3,fault_report,0,P2,1,standart,relabel:ollama
İMES bilet otomatı reçete basma komutuna yanıt vermiyor.,elektronik_sistemler,4,fault_report,0,P3,2,standart,relabel:ollama
"Parseller peron PID ekranı ""Veri yok"" ibaresi sabit duruyor.",sinyalizasyon_haberlesme,3,fault_report,0,P3,2,standart,relabel:ollama
Mahmutbey aktarma katı PID sistemde dil seçeneği değişmiyor.,yolcu_hizmetleri,8,fault_report,0,P4,3,standart,relabel:ollama
Başakşehir Mérkez BSO cihazı yeni banknot serisini tanımıyor.,elektronik_sistemler,4,fault_report,0,P3,2,standart,relabel:ollama
"İkitelli Sanayi geçiş torneleri açılma gecikmesi yaşıyor, kontrol ediliyor.",mekanik_istasyon,0,fault_report,0,P3,2,standart,relabel:ollama
Ziya Gökalp BSO iade modülü kapak açma komutu vermiyor.,mekanik_istasyon,0,fault_report,0,P3,2,standart,relabel:ollama
"Olimpiyat PID ekranları sefer yönü ters gösteriyor, veri hatası.",yolcu_hizmetleri,8,fault_report,0,P3,2,standart,relabel:ollama
"Yenibosna İstanbulkart okuyucu ""Sınırsız geçiş"" kartını tanımıyor, hata veriyor.",elektronik_sistemler,4,fault_report,0,P3,2,standart,relabel:ollama
Ataköy merkezi biletleme veritabanı yedek alma hatası logarlandı.,elektronik_sistemler,4,fault_report,0,P4,3,standart,relabel:ollama
Yamanevler BSO-05 otomatı iade çekmekte hata kodu 101 veriyor.,elektronik_sistemler,4,fault_report,0,P3,2,standart,relabel:ollama
Mecidiyeköy 2. peron PID ekranında sefer saati yanlış görüntüleniyor.,yolcu_hizmetleri,8,fault_report,0,P4,3,standart,relabel:ollama
"Kartal kuzey giriş BSO-07 otomatı banknot çekmiyor, hata veriyor.",elektronik_sistemler,4,fault_report,0,P3,2,standart,relabel:ollama
"Şirinevler 1. peron İstanbulkart okuyucusu kart tanımıyor, geçiş açmıyor.",elektronik_sistemler,4,fault_report,0,P3,2,standart,relabel:ollama
"Şişli üst kat bilet otomatında iade işlemi tamamlanmıyor, para dönmüyor.",elektronik_sistemler,4,fault_report,0,P3,2,standart,relabel:ollama
"Kadıköy BSO-03 cihazında ekran dondu, tuşlara tepki vermiyor.",elektronik_sistemler,4,fault_report,0,P3,2,standart,relabel:ollama
"Üsküdar peron PID sunucusu yanıt vermiyor, boş ekran kalıyor.",sinyalizasyon_haberlesme,3,fault_report,0,P3,2,standart,relabel:ollama
"Yenikapı aktarma İstanbulkart okuyucusunda bakiye yazmıyor, sıfır gösteriyor.",elektronik_sistemler,4,fault_report,0,P3,2,standart,relabel:ollama
"Aksaray BSO otomatı iade hopperı boş uyarısı veriyor, dolu iken.",elektronik_sistemler,4,fault_report,0,P3,2,standart,relabel:ollama
"Topkapı SCADA arayüzünde sinyalizasyon verileri güncellenmiyor, donmuş durumda.",sinyalizasyon_haberlesme,3,fault_report,0,P3,2,standart,relabel:ollama
Bağcılar peron PID ekranlarında yön bilgisi yanlış yön gösteriyor.,yolcu_hizmetleri,8,fault_report,0,P4,3,standart,relabel:ollama
Merkezden sefer iptal komutu iletilmedi,sinyalizasyon_haberlesme,3,fault_report,0,P2,1,devrik,relabel:ollama
Yazılım izleme servisi yeniden başladı sistem aydınlandı,sinyalizasyon_haberlesme,3,information_request,2,P4,3,devrik,relabel:ollama
BSO-05 banknot tanımıyor hata kodu 12,elektronik_sistemler,4,fault_report,0,P3,2,devrik,relabel:ollama
PID merkeziye bağlanmıyor veri akışı kesik,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,devrik,relabel:ollama
Turnike İstanbulkart okumuyor ses çıkıyor,elektronik_sistemler,4,fault_report,0,P3,2,devrik,relabel:ollama
Mobil uygulama hata veriyor QR geçersiz,elektronik_sistemler,4,fault_report,0,P3,2,devrik,relabel:ollama
SCADA alarm paneli dondu yanıt yok,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,devrik,relabel:ollama
Yolcu sayım sensörü veri göndermiyor,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,devrik,relabel:ollama
Giğe programı kilitlendi veritabanı bağlantısı yok,elektronik_sistemler,4,fault_report,0,P3,2,devrik,relabel:ollama
Peron ekranı boş gösteriyor zaman doldu,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,devrik,relabel:ollama
atakoy bso 3 kart okumuyo hata 12,elektronik_sistemler,4,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
gayretepe turnike okuyucu dondu yolcu gecemiyor,elektronik_sistemler,4,fault_report,0,P2,1,yazim_yanlisi,relabel:ollama
levent pid ekranlari sefer saati guncelenmiyor,yolcu_hizmetleri,8,fault_report,0,P4,3,yazim_yanlisi,relabel:ollama
uzuncayir scada baglantisi kopmus veri gelmiyor merkez,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
uskudar bilet otomat banknot yutmuyor iade etmiyor,elektronik_sistemler,4,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
sisli mecidiyekoy mobil uygulama bilet alima kapali,elektronik_sistemler,4,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
kadikoy peron pid dondu onceki sefer kalmis,yolcu_hizmetleri,8,fault_report,0,P4,3,yazim_yanlisi,relabel:ollama
kartal bso 1 ekran siyah cursor titriyor,elektronik_sistemler,4,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
yenikapi turnike bolgesi okuyucu ses cikarmiyor,elektronik_sistemler,4,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
haciosman sunucu baglantisi zaman asimi hata 504,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
taksim bilet holu kiosk dokunmatik calismiyo,elektronik_sistemler,4,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
4 levent istasyonkart yazilimi guncelleme sonrasi hata,elektronik_sistemler,4,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
bogazici uni pid reklam dondu sefer yok,yolcu_hizmetleri,8,fault_report,0,P4,3,yazim_yanlisi,relabel:ollama
atasehir bso 2 kredi karti islem reddediyo,elektronik_sistemler,4,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
kozyatagi turnike kapisi acilmiyor kart gecerli,mekanik_istasyon,0,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
bostanci scada arayuzu donmus alarm gelmiyor,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
dudullu veritabani kilitli bilet satisi durdu,elektronik_sistemler,4,fault_report,0,P2,1,yazim_yanlisi,relabel:ollama
imam hatip mobil qr kod uretmiyor hata,elektronik_sistemler,4,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
atakoy personel kapisi okuyucu tanimlamiyor kart,elektronik_sistemler,4,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
gayrettepe bso 4 fis basmiyor kagit bitmis,elektronik_sistemler,4,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
levent pid yonlendirme yanlis istasyon gosteriyor,yolcu_hizmetleri,8,fault_report,0,P4,3,yazim_yanlisi,relabel:ollama
uzuncayir ag kesintisi otomatlar cevrimdisi kaldi,elektronik_sistemler,4,fault_report,0,P2,1,yazim_yanlisi,relabel:ollama
uskudar turnike 5 gecis onaylamiyor bekletiyor,elektronik_sistemler,4,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
sisli mecidiyekoy bso parayi aldi bilet vermedi,elektronik_sistemler,4,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
kadikoy scada sunucusu ping atmiyor ulasilmiyor,sinyalizasyon_haberlesme,3,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
kartal pid ekranlari sifirlandi saat yanlis,yolcu_hizmetleri,8,fault_report,0,P4,3,yazim_yanlisi,relabel:ollama
yenikapi bilet otomat dili degistirince donuyor,elektronik_sistemler,4,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
